Identifiant PRM;Type de donnees;Date de debut;Date de fin;Grandeur physique;Grandeur metier;Etape metier;Unite;Pas en minutes
25316931878675;Courbe de charge;27/09/2021;26/09/2022;Energie active;Consommation;Comptage Brut;W;
Horodate;Valeur
2022-07-23T01:00:00+02:00;1597
2022-07-23T02:00:00+02:00;1236
2022-07-23T03:00:00+02:00;1511
2022-07-23T04:00:00+02:00;1339
2022-07-23T05:00:00+02:00;1238
2022-07-23T06:00:00+02:00;3229
2022-07-23T07:00:00+02:00;3170
2022-07-23T08:00:00+02:00;3382
2022-07-23T09:00:00+02:00;3815
2022-07-23T10:00:00+02:00;2063
2022-07-23T11:00:00+02:00;2106
2022-07-23T12:00:00+02:00;2130
2022-07-23T13:00:00+02:00;2139
2022-07-23T14:00:00+02:00;2035
2022-07-23T15:00:00+02:00;2166
2022-07-23T16:00:00+02:00;2218
2022-07-23T17:00:00+02:00;2193
2022-07-23T18:00:00+02:00;2360
2022-07-23T19:00:00+02:00;2949
2022-07-23T20:00:00+02:00;2812
2022-07-23T21:00:00+02:00;2548
2022-07-23T22:00:00+02:00;1976
2022-07-23T23:00:00+02:00;1580
2022-07-24T00:00:00+02:00;1736
2022-07-24T01:00:00+02:00;1877
2022-07-24T02:00:00+02:00;1036
2022-07-24T03:00:00+02:00;1092
2022-07-24T04:00:00+02:00;1488
2022-07-24T05:00:00+02:00;1267
2022-07-24T06:00:00+02:00;1065
2022-07-24T07:00:00+02:00;1107
2022-07-24T08:00:00+02:00;1412
2022-07-24T09:00:00+02:00;1731
2022-07-24T10:00:00+02:00;2079
2022-07-24T11:00:00+02:00;2003
2022-07-24T12:00:00+02:00;2150
2022-07-24T13:00:00+02:00;2268
2022-07-24T14:00:00+02:00;2149
2022-07-24T15:00:00+02:00;2093
2022-07-24T16:00:00+02:00;2136
2022-07-24T17:00:00+02:00;2381
2022-07-24T18:00:00+02:00;2966
2022-07-24T19:00:00+02:00;2940
2022-07-24T20:00:00+02:00;2795
2022-07-24T21:00:00+02:00;2643
2022-07-24T22:00:00+02:00;2213
2022-07-24T23:00:00+02:00;1785
2022-07-25T00:00:00+02:00;1502
2022-07-25T01:00:00+02:00;1548
2022-07-25T02:00:00+02:00;1522
2022-07-25T03:00:00+02:00;1304
2022-07-25T04:00:00+02:00;1210
2022-07-25T05:00:00+02:00;1904
2022-07-25T06:00:00+02:00;3712
2022-07-25T07:00:00+02:00;3417
2022-07-25T08:00:00+02:00;3536
2022-07-25T09:00:00+02:00;5509
2022-07-25T10:00:00+02:00;6067
2022-07-25T11:00:00+02:00;5809
2022-07-25T12:00:00+02:00;6895
2022-07-25T13:00:00+02:00;6392
2022-07-25T14:00:00+02:00;6194
2022-07-25T15:00:00+02:00;6449
2022-07-25T16:00:00+02:00;5684
2022-07-25T17:00:00+02:00;6123
2022-07-25T18:00:00+02:00;6672
2022-07-25T19:00:00+02:00;5412
2022-07-25T20:00:00+02:00;4600
2022-07-25T21:00:00+02:00;4093
2022-07-25T22:00:00+02:00;3351
2022-07-25T23:00:00+02:00;2918
2022-07-26T00:00:00+02:00;2609
2022-07-26T01:00:00+02:00;3126
2022-07-26T02:00:00+02:00;2603
2022-07-26T03:00:00+02:00;2418
2022-07-26T04:00:00+02:00;1990
2022-07-26T05:00:00+02:00;3025
2022-07-26T06:00:00+02:00;5035
2022-07-26T07:00:00+02:00;4433
2022-07-26T08:00:00+02:00;4872
2022-07-26T09:00:00+02:00;6464
2022-07-26T10:00:00+02:00;7371
2022-07-26T11:00:00+02:00;10301
2022-07-26T12:00:00+02:00;9403
2022-07-26T13:00:00+02:00;8355
2022-07-26T14:00:00+02:00;8474
2022-07-26T15:00:00+02:00;8902
2022-07-26T16:00:00+02:00;8073
2022-07-26T17:00:00+02:00;7409
2022-07-26T18:00:00+02:00;4556
2022-07-26T19:00:00+02:00;3894
2022-07-26T20:00:00+02:00;3588
2022-07-26T21:00:00+02:00;3373
2022-07-26T22:00:00+02:00;2644
2022-07-26T23:00:00+02:00;1973
2022-07-27T00:00:00+02:00;1904
2022-07-27T01:00:00+02:00;2134
2022-07-27T02:00:00+02:00;2195
2022-07-27T03:00:00+02:00;2280
2022-07-27T04:00:00+02:00;1809
2022-07-27T05:00:00+02:00;1947
2022-07-27T06:00:00+02:00;2654
2022-07-27T07:00:00+02:00;3641
2022-07-27T08:00:00+02:00;4315
2022-07-27T09:00:00+02:00;5244
2022-07-27T10:00:00+02:00;8427
2022-07-27T11:00:00+02:00;8907
2022-07-27T12:00:00+02:00;9510
2022-07-27T13:00:00+02:00;7176
2022-07-27T14:00:00+02:00;6806
2022-07-27T15:00:00+02:00;7473
2022-07-27T16:00:00+02:00;5718
2022-07-27T17:00:00+02:00;4825
2022-07-27T18:00:00+02:00;4330
2022-07-27T19:00:00+02:00;3145
2022-07-27T20:00:00+02:00;3322
2022-07-27T21:00:00+02:00;2447
2022-07-27T22:00:00+02:00;2221
2022-07-27T23:00:00+02:00;2175
2022-07-28T00:00:00+02:00;1778
2022-07-28T01:00:00+02:00;1931
2022-07-28T02:00:00+02:00;1779
2022-07-28T03:00:00+02:00;1776
2022-07-28T04:00:00+02:00;1653
2022-07-28T05:00:00+02:00;2014
2022-07-28T06:00:00+02:00;2685
2022-07-28T07:00:00+02:00;3046
2022-07-28T08:00:00+02:00;4135
2022-07-28T09:00:00+02:00;7994
2022-07-28T10:00:00+02:00;9089
2022-07-28T11:00:00+02:00;9019
2022-07-28T12:00:00+02:00;9069
2022-07-28T13:00:00+02:00;6686
2022-07-28T14:00:00+02:00;8955
2022-07-28T15:00:00+02:00;8191
2022-07-28T16:00:00+02:00;8187
2022-07-28T17:00:00+02:00;6469
2022-07-28T18:00:00+02:00;5089
2022-07-28T19:00:00+02:00;3590
2022-07-28T20:00:00+02:00;3112
2022-07-28T21:00:00+02:00;2073
2022-07-28T22:00:00+02:00;2102
2022-07-28T23:00:00+02:00;1940
2022-07-29T00:00:00+02:00;2262
2022-07-29T01:00:00+02:00;1657
2022-07-29T02:00:00+02:00;1641
2022-07-29T03:00:00+02:00;1733
2022-07-29T04:00:00+02:00;1679
2022-07-29T05:00:00+02:00;2170
2022-07-29T06:00:00+02:00;2937
2022-07-29T07:00:00+02:00;2915
2022-07-29T08:00:00+02:00;3697
2022-07-29T09:00:00+02:00;7593
2022-07-29T10:00:00+02:00;8939
2022-07-29T11:00:00+02:00;8527
2022-07-29T12:00:00+02:00;8352
2022-07-29T13:00:00+02:00;7053
2022-07-29T14:00:00+02:00;7239
2022-07-29T15:00:00+02:00;5312
2022-07-29T16:00:00+02:00;4404
2022-07-29T17:00:00+02:00;4093
2022-07-29T18:00:00+02:00;4306
2022-07-29T19:00:00+02:00;3462
2022-07-29T20:00:00+02:00;3353
2022-07-29T21:00:00+02:00;2525
2022-07-29T22:00:00+02:00;1939
2022-07-29T23:00:00+02:00;1764
2022-07-30T00:00:00+02:00;1689
2022-07-30T01:00:00+02:00;1689
2022-07-30T02:00:00+02:00;1499
2022-07-30T03:00:00+02:00;1760
2022-07-30T04:00:00+02:00;1687
2022-07-30T05:00:00+02:00;1677
2022-07-30T06:00:00+02:00;3523
2022-07-30T07:00:00+02:00;2992
2022-07-30T08:00:00+02:00;2811
2022-07-30T09:00:00+02:00;3845
2022-07-30T10:00:00+02:00;2429
2022-07-30T11:00:00+02:00;2214
2022-07-30T12:00:00+02:00;2308
2022-07-30T13:00:00+02:00;2326
2022-07-30T14:00:00+02:00;2608
2022-07-30T15:00:00+02:00;2475
2022-07-30T16:00:00+02:00;2755
2022-07-30T17:00:00+02:00;3238
2022-07-30T18:00:00+02:00;3388
2022-07-30T19:00:00+02:00;3385
2022-07-30T20:00:00+02:00;3045
2022-07-30T21:00:00+02:00;2719
2022-07-30T22:00:00+02:00;2388
2022-07-30T23:00:00+02:00;1853
2022-07-31T00:00:00+02:00;1462
2022-07-31T01:00:00+02:00;1309
2022-07-31T02:00:00+02:00;1784
2022-07-31T03:00:00+02:00;1716
2022-07-31T04:00:00+02:00;1490
2022-07-31T05:00:00+02:00;1420
2022-07-31T06:00:00+02:00;1257
2022-07-31T07:00:00+02:00;1364
2022-07-31T08:00:00+02:00;1736
2022-07-31T09:00:00+02:00;1915
2022-07-31T10:00:00+02:00;2370
2022-07-31T11:00:00+02:00;2265
2022-07-31T12:00:00+02:00;2315
2022-07-31T13:00:00+02:00;2307
2022-07-31T14:00:00+02:00;2458
2022-07-31T15:00:00+02:00;2430
2022-07-31T16:00:00+02:00;2448
2022-07-31T17:00:00+02:00;2793
2022-07-31T18:00:00+02:00;3451
2022-07-31T19:00:00+02:00;3392
2022-07-31T20:00:00+02:00;3338
2022-07-31T21:00:00+02:00;2769
2022-07-31T22:00:00+02:00;2531
2022-07-31T23:00:00+02:00;2142
2022-08-01T00:00:00+02:00;1960
2022-08-01T01:00:00+02:00;1977
2022-08-01T02:00:00+02:00;1946
2022-08-01T03:00:00+02:00;1573
2022-08-01T04:00:00+02:00;1327
2022-08-01T05:00:00+02:00;2550
2022-08-01T06:00:00+02:00;3126
2022-08-01T07:00:00+02:00;2653
2022-08-01T08:00:00+02:00;1699
2022-08-01T09:00:00+02:00;3893
2022-08-01T10:00:00+02:00;7256
2022-08-01T11:00:00+02:00;7226
2022-08-01T12:00:00+02:00;6979
2022-08-01T13:00:00+02:00;7025
2022-08-01T14:00:00+02:00;6153
2022-08-01T15:00:00+02:00;4873
2022-08-01T16:00:00+02:00;4735
2022-08-01T17:00:00+02:00;4483
2022-08-01T18:00:00+02:00;4257
2022-08-01T19:00:00+02:00;3698
2022-08-01T20:00:00+02:00;3650
2022-08-01T21:00:00+02:00;3255
2022-08-01T22:00:00+02:00;2720
2022-08-01T23:00:00+02:00;2112
2022-08-02T00:00:00+02:00;1934
2022-08-02T01:00:00+02:00;2204
2022-08-02T02:00:00+02:00;2194
2022-08-02T03:00:00+02:00;1594
2022-08-02T04:00:00+02:00;1731
2022-08-02T05:00:00+02:00;1750
2022-08-02T06:00:00+02:00;1571
2022-08-02T07:00:00+02:00;1684
2022-08-02T08:00:00+02:00;1915
2022-08-02T09:00:00+02:00;3872
2022-08-02T10:00:00+02:00;5225
2022-08-02T11:00:00+02:00;5340
2022-08-02T12:00:00+02:00;5873
2022-08-02T13:00:00+02:00;5189
2022-08-02T14:00:00+02:00;5152
2022-08-02T15:00:00+02:00;6055
2022-08-02T16:00:00+02:00;5799
2022-08-02T17:00:00+02:00;5976
2022-08-02T18:00:00+02:00;5748
2022-08-02T19:00:00+02:00;5180
2022-08-02T20:00:00+02:00;4744
2022-08-02T21:00:00+02:00;4255
2022-08-02T22:00:00+02:00;3187
2022-08-02T23:00:00+02:00;2258
2022-08-03T00:00:00+02:00;2519
2022-08-03T01:00:00+02:00;2596
2022-08-03T02:00:00+02:00;2537
2022-08-03T03:00:00+02:00;2331
2022-08-03T04:00:00+02:00;2062
2022-08-03T05:00:00+02:00;2141
2022-08-03T06:00:00+02:00;1998
2022-08-03T07:00:00+02:00;2073
2022-08-03T08:00:00+02:00;2333
2022-08-03T09:00:00+02:00;3590
2022-08-03T10:00:00+02:00;4470
2022-08-03T11:00:00+02:00;4897
2022-08-03T12:00:00+02:00;5281
2022-08-03T13:00:00+02:00;5292
2022-08-03T14:00:00+02:00;5615
2022-08-03T15:00:00+02:00;5632
2022-08-03T16:00:00+02:00;6054
2022-08-03T17:00:00+02:00;5924
2022-08-03T18:00:00+02:00;5305
2022-08-03T19:00:00+02:00;4787
2022-08-03T20:00:00+02:00;4468
2022-08-03T21:00:00+02:00;3558
2022-08-03T22:00:00+02:00;348
2022-08-03T23:00:00+02:00;2469
2022-08-04T00:00:00+02:00;1988
2022-08-04T01:00:00+02:00;1238
2022-08-04T02:00:00+02:00;1210
2022-08-04T03:00:00+02:00;1133
2022-08-04T04:00:00+02:00;1396
2022-08-04T05:00:00+02:00;1342
2022-08-04T06:00:00+02:00;1186
2022-08-04T07:00:00+02:00;941
2022-08-04T08:00:00+02:00;1098
2022-08-04T09:00:00+02:00;3408
2022-08-04T10:00:00+02:00;5619
2022-08-04T11:00:00+02:00;5770
2022-08-04T12:00:00+02:00;5513
2022-08-04T13:00:00+02:00;4863
2022-08-04T14:00:00+02:00;5991
2022-08-04T15:00:00+02:00;5802
2022-08-04T16:00:00+02:00;5493
2022-08-04T17:00:00+02:00;6637
2022-08-04T18:00:00+02:00;5358
2022-08-04T19:00:00+02:00;4849
2022-08-04T20:00:00+02:00;4356
2022-08-04T21:00:00+02:00;4040
2022-08-04T22:00:00+02:00;3269
2022-08-04T23:00:00+02:00;3124
2022-08-05T00:00:00+02:00;3076
2022-08-05T01:00:00+02:00;2965
2022-08-05T02:00:00+02:00;2939
2022-08-05T03:00:00+02:00;2254
2022-08-05T04:00:00+02:00;2510
2022-08-05T05:00:00+02:00;2605
2022-08-05T06:00:00+02:00;2863
2022-08-05T07:00:00+02:00;2121
2022-08-05T08:00:00+02:00;2729
2022-08-05T09:00:00+02:00;3571
2022-08-05T10:00:00+02:00;4540
2022-08-05T11:00:00+02:00;4307
2022-08-05T12:00:00+02:00;4906
2022-08-05T13:00:00+02:00;4829
2022-08-05T14:00:00+02:00;5324
2022-08-05T15:00:00+02:00;5453
2022-08-05T16:00:00+02:00;5881
2022-08-05T17:00:00+02:00;5841
2022-08-05T18:00:00+02:00;4257
2022-08-05T19:00:00+02:00;3838
2022-08-05T20:00:00+02:00;3353
2022-08-05T21:00:00+02:00;3060
2022-08-05T22:00:00+02:00;2620
2022-08-05T23:00:00+02:00;2323
2022-08-06T00:00:00+02:00;2398
2022-08-06T01:00:00+02:00;2447
2022-08-06T02:00:00+02:00;1870
2022-08-06T03:00:00+02:00;1670
2022-08-06T04:00:00+02:00;1879
2022-08-06T05:00:00+02:00;1819
2022-08-06T06:00:00+02:00;1619
2022-08-06T07:00:00+02:00;1438
2022-08-06T08:00:00+02:00;1853
2022-08-06T09:00:00+02:00;2290
2022-08-06T10:00:00+02:00;2576
2022-08-06T11:00:00+02:00;2462
2022-08-06T12:00:00+02:00;2578
2022-08-06T13:00:00+02:00;2538
2022-08-06T14:00:00+02:00;2717
2022-08-06T15:00:00+02:00;2815
2022-08-06T16:00:00+02:00;2903
2022-08-06T17:00:00+02:00;2820
2022-08-06T18:00:00+02:00;3417
2022-08-06T19:00:00+02:00;4149
2022-08-06T20:00:00+02:00;3799
2022-08-06T21:00:00+02:00;3517
2022-08-06T22:00:00+02:00;2811
2022-08-06T23:00:00+02:00;2590
2022-08-07T00:00:00+02:00;2251
2022-08-07T01:00:00+02:00;1964
2022-08-07T02:00:00+02:00;2107
2022-08-07T03:00:00+02:00;1861
2022-08-07T04:00:00+02:00;1809
2022-08-07T05:00:00+02:00;1558
2022-08-07T06:00:00+02:00;1473
2022-08-07T07:00:00+02:00;1606
2022-08-07T08:00:00+02:00;1770
2022-08-07T09:00:00+02:00;2336
2022-08-07T10:00:00+02:00;2538
2022-08-07T11:00:00+02:00;2573
2022-08-07T12:00:00+02:00;2795
2022-08-07T13:00:00+02:00;2744
2022-08-07T14:00:00+02:00;2747
2022-08-07T15:00:00+02:00;2812
2022-08-07T16:00:00+02:00;2799
2022-08-07T17:00:00+02:00;2831
2022-08-07T18:00:00+02:00;3299
2022-08-07T19:00:00+02:00;3600
2022-08-07T20:00:00+02:00;3540
2022-08-07T21:00:00+02:00;3234
2022-08-07T22:00:00+02:00;2678
2022-08-07T23:00:00+02:00;2227
2022-08-08T00:00:00+02:00;2083
2022-08-08T01:00:00+02:00;2122
2022-08-08T02:00:00+02:00;2091
2022-08-08T03:00:00+02:00;1623
2022-08-08T04:00:00+02:00;1543
2022-08-08T05:00:00+02:00;1589
2022-08-08T06:00:00+02:00;1919
2022-08-08T07:00:00+02:00;1969
2022-08-08T08:00:00+02:00;1654
2022-08-08T09:00:00+02:00;3589
2022-08-08T10:00:00+02:00;5166
2022-08-08T11:00:00+02:00;6073
2022-08-08T12:00:00+02:00;9109
2022-08-08T13:00:00+02:00;8176
2022-08-08T14:00:00+02:00;8841
2022-08-08T15:00:00+02:00;9074
2022-08-08T16:00:00+02:00;9398
2022-08-08T17:00:00+02:00;9782
2022-08-08T18:00:00+02:00;9219
2022-08-08T19:00:00+02:00;5962
2022-08-08T20:00:00+02:00;4719
2022-08-08T21:00:00+02:00;3795
2022-08-08T22:00:00+02:00;2989
2022-08-08T23:00:00+02:00;2662
2022-08-09T00:00:00+02:00;2382
2022-08-09T01:00:00+02:00;2603
2022-08-09T02:00:00+02:00;2453
2022-08-09T03:00:00+02:00;1938
2022-08-09T04:00:00+02:00;1931
2022-08-09T05:00:00+02:00;2616
2022-08-09T06:00:00+02:00;4224
2022-08-09T07:00:00+02:00;3907
2022-08-09T08:00:00+02:00;4175
2022-08-09T09:00:00+02:00;8892
2022-08-09T10:00:00+02:00;9303
2022-08-09T11:00:00+02:00;9959
2022-08-09T12:00:00+02:00;9936
2022-08-09T13:00:00+02:00;8556
2022-08-09T14:00:00+02:00;9735
2022-08-09T15:00:00+02:00;8412
2022-08-09T16:00:00+02:00;8980
2022-08-09T17:00:00+02:00;8687
2022-08-09T18:00:00+02:00;8463
2022-08-09T19:00:00+02:00;4533
2022-08-09T20:00:00+02:00;3621
2022-08-09T21:00:00+02:00;3057
2022-08-09T22:00:00+02:00;2396
2022-08-09T23:00:00+02:00;2519
2022-08-10T00:00:00+02:00;1739
2022-08-10T01:00:00+02:00;1641
2022-08-10T02:00:00+02:00;1508
2022-08-10T03:00:00+02:00;1897
2022-08-10T04:00:00+02:00;1750
2022-08-10T05:00:00+02:00;1847
2022-08-10T06:00:00+02:00;3556
2022-08-10T07:00:00+02:00;3444
2022-08-10T08:00:00+02:00;3785
2022-08-10T09:00:00+02:00;5656
2022-08-10T10:00:00+02:00;6294
2022-08-10T11:00:00+02:00;6624
2022-08-10T12:00:00+02:00;7662
2022-08-10T13:00:00+02:00;6471
2022-08-10T14:00:00+02:00;7275
2022-08-10T15:00:00+02:00;7379
2022-08-10T16:00:00+02:00;6717
2022-08-10T17:00:00+02:00;5982
2022-08-10T18:00:00+02:00;5456
2022-08-10T19:00:00+02:00;4064
2022-08-10T20:00:00+02:00;3589
2022-08-10T21:00:00+02:00;3388
2022-08-10T22:00:00+02:00;2889
2022-08-10T23:00:00+02:00;2242
2022-08-11T00:00:00+02:00;2441
2022-08-11T01:00:00+02:00;2473
2022-08-11T02:00:00+02:00;1489
2022-08-11T03:00:00+02:00;1829
2022-08-11T04:00:00+02:00;1780
2022-08-11T05:00:00+02:00;1732
2022-08-11T06:00:00+02:00;3503
2022-08-11T07:00:00+02:00;3662
2022-08-11T08:00:00+02:00;3857
2022-08-11T09:00:00+02:00;4640
2022-08-11T10:00:00+02:00;5612
2022-08-11T11:00:00+02:00;6189
2022-08-11T12:00:00+02:00;7711
2022-08-11T13:00:00+02:00;6870
2022-08-11T14:00:00+02:00;6865
2022-08-11T15:00:00+02:00;6999
2022-08-11T16:00:00+02:00;6169
2022-08-11T17:00:00+02:00;5617
2022-08-11T18:00:00+02:00;4723
2022-08-11T19:00:00+02:00;3817
2022-08-11T20:00:00+02:00;3079
2022-08-11T21:00:00+02:00;2948
2022-08-11T22:00:00+02:00;2564
2022-08-11T23:00:00+02:00;2155
2022-08-12T00:00:00+02:00;2254
2022-08-12T01:00:00+02:00;1912
2022-08-12T02:00:00+02:00;1823
2022-08-12T03:00:00+02:00;1660
2022-08-12T04:00:00+02:00;1682
2022-08-12T05:00:00+02:00;2089
2022-08-12T06:00:00+02:00;3221
2022-08-12T07:00:00+02:00;3120
2022-08-12T08:00:00+02:00;3927
2022-08-12T09:00:00+02:00;7135
2022-08-12T10:00:00+02:00;8289
2022-08-12T11:00:00+02:00;8864
2022-08-12T12:00:00+02:00;9035
2022-08-12T13:00:00+02:00;7559
2022-08-12T14:00:00+02:00;8986
2022-08-12T15:00:00+02:00;6980
2022-08-12T16:00:00+02:00;6297
2022-08-12T17:00:00+02:00;5166
2022-08-12T18:00:00+02:00;4399
2022-08-12T19:00:00+02:00;3782
2022-08-12T20:00:00+02:00;3142
2022-08-12T21:00:00+02:00;2896
2022-08-12T22:00:00+02:00;2274
2022-08-12T23:00:00+02:00;2163
2022-08-13T00:00:00+02:00;1577
2022-08-13T01:00:00+02:00;1689
2022-08-13T02:00:00+02:00;1525
2022-08-13T03:00:00+02:00;1678
2022-08-13T04:00:00+02:00;1555
2022-08-13T05:00:00+02:00;1602
2022-08-13T06:00:00+02:00;1519
2022-08-13T07:00:00+02:00;1315
2022-08-13T08:00:00+02:00;1163
2022-08-13T09:00:00+02:00;1643
2022-08-13T10:00:00+02:00;1631
2022-08-13T11:00:00+02:00;1813
2022-08-13T12:00:00+02:00;1658
2022-08-13T13:00:00+02:00;1885
2022-08-13T14:00:00+02:00;1680
2022-08-13T15:00:00+02:00;1923
2022-08-13T16:00:00+02:00;2214
2022-08-13T17:00:00+02:00;2762
2022-08-13T18:00:00+02:00;2783
2022-08-13T19:00:00+02:00;2518
2022-08-13T20:00:00+02:00;2329
2022-08-13T21:00:00+02:00;2084
2022-08-13T22:00:00+02:00;1862
2022-08-13T23:00:00+02:00;1533
2022-08-14T00:00:00+02:00;1710
2022-08-14T01:00:00+02:00;1553
2022-08-14T02:00:00+02:00;1509
2022-08-14T03:00:00+02:00;1041
2022-08-14T04:00:00+02:00;1513
2022-08-14T05:00:00+02:00;1543
2022-08-14T06:00:00+02:00;1681
2022-08-14T07:00:00+02:00;1559
2022-08-14T08:00:00+02:00;1267
2022-08-14T09:00:00+02:00;1564
2022-08-14T10:00:00+02:00;1597
2022-08-14T11:00:00+02:00;1750
2022-08-14T12:00:00+02:00;1751
2022-08-14T13:00:00+02:00;1711
2022-08-14T14:00:00+02:00;1730
2022-08-14T15:00:00+02:00;1617
2022-08-14T16:00:00+02:00;1836
2022-08-14T17:00:00+02:00;1757
2022-08-14T18:00:00+02:00;2688
2022-08-14T19:00:00+02:00;2437
2022-08-14T20:00:00+02:00;2381
2022-08-14T21:00:00+02:00;1987
2022-08-14T22:00:00+02:00;1623
2022-08-14T23:00:00+02:00;1474
2022-08-15T00:00:00+02:00;1538
2022-08-15T01:00:00+02:00;1054
2022-08-15T02:00:00+02:00;637
2022-08-15T03:00:00+02:00;1291
2022-08-15T04:00:00+02:00;1468
2022-08-15T05:00:00+02:00;1813
2022-08-15T06:00:00+02:00;3018
2022-08-15T07:00:00+02:00;2581
2022-08-15T08:00:00+02:00;3069
2022-08-15T09:00:00+02:00;3505
2022-08-15T10:00:00+02:00;3523
2022-08-15T11:00:00+02:00;3614
2022-08-15T12:00:00+02:00;3487
2022-08-15T13:00:00+02:00;1762
2022-08-15T14:00:00+02:00;1587
2022-08-15T15:00:00+02:00;1779
2022-08-15T16:00:00+02:00;1684
2022-08-15T17:00:00+02:00;2328
2022-08-15T18:00:00+02:00;2684
2022-08-15T19:00:00+02:00;2833
2022-08-15T20:00:00+02:00;2495
2022-08-15T21:00:00+02:00;2484
2022-08-15T22:00:00+02:00;2126
2022-08-15T23:00:00+02:00;2019
2022-08-16T00:00:00+02:00;1497
2022-08-16T01:00:00+02:00;1618
2022-08-16T02:00:00+02:00;1303
2022-08-16T03:00:00+02:00;1144
2022-08-16T04:00:00+02:00;917
2022-08-16T05:00:00+02:00;1164
2022-08-16T06:00:00+02:00;3143
2022-08-16T07:00:00+02:00;2757
2022-08-16T08:00:00+02:00;3334
2022-08-16T09:00:00+02:00;6180
2022-08-16T10:00:00+02:00;7110
2022-08-16T11:00:00+02:00;7578
2022-08-16T12:00:00+02:00;8745
2022-08-16T13:00:00+02:00;7175
2022-08-16T14:00:00+02:00;7649
2022-08-16T15:00:00+02:00;7808
2022-08-16T16:00:00+02:00;7185
2022-08-16T17:00:00+02:00;6940
2022-08-16T18:00:00+02:00;6255
2022-08-16T19:00:00+02:00;5065
2022-08-16T20:00:00+02:00;3926
2022-08-16T21:00:00+02:00;3349
2022-08-16T22:00:00+02:00;2963
2022-08-16T23:00:00+02:00;2552
2022-08-17T00:00:00+02:00;2759
2022-08-17T01:00:00+02:00;2852
2022-08-17T02:00:00+02:00;2609
2022-08-17T03:00:00+02:00;2044
2022-08-17T04:00:00+02:00;2849
2022-08-17T05:00:00+02:00;3045
2022-08-17T06:00:00+02:00;4160
2022-08-17T07:00:00+02:00;4450
2022-08-17T08:00:00+02:00;4236
2022-08-17T09:00:00+02:00;5010
2022-08-17T10:00:00+02:00;5594
2022-08-17T11:00:00+02:00;5360
2022-08-17T12:00:00+02:00;6566
2022-08-17T13:00:00+02:00;5593
2022-08-17T14:00:00+02:00;5672
2022-08-17T15:00:00+02:00;5299
2022-08-17T16:00:00+02:00;5050
2022-08-17T17:00:00+02:00;4239
2022-08-17T18:00:00+02:00;4434
2022-08-17T19:00:00+02:00;2998
2022-08-17T20:00:00+02:00;2147
2022-08-17T21:00:00+02:00;1975
2022-08-17T22:00:00+02:00;1724
2022-08-17T23:00:00+02:00;1690
2022-08-18T00:00:00+02:00;1689
2022-08-18T01:00:00+02:00;1809
2022-08-18T02:00:00+02:00;1535
2022-08-18T03:00:00+02:00;1882
2022-08-18T04:00:00+02:00;1550
2022-08-18T05:00:00+02:00;1773
2022-08-18T06:00:00+02:00;2503
2022-08-18T07:00:00+02:00;2685
2022-08-18T08:00:00+02:00;2873
2022-08-18T09:00:00+02:00;3826
2022-08-18T10:00:00+02:00;3940
2022-08-18T11:00:00+02:00;5779
2022-08-18T12:00:00+02:00;9308
2022-08-18T13:00:00+02:00;6558
2022-08-18T14:00:00+02:00;7310
2022-08-18T15:00:00+02:00;8052
2022-08-18T16:00:00+02:00;7709
2022-08-18T17:00:00+02:00;5621
2022-08-18T18:00:00+02:00;3929
2022-08-18T19:00:00+02:00;2379
2022-08-18T20:00:00+02:00;2543
2022-08-18T21:00:00+02:00;1574
2022-08-18T22:00:00+02:00;1902
2022-08-18T23:00:00+02:00;1564
2022-08-19T00:00:00+02:00;1375
2022-08-19T01:00:00+02:00;1285
2022-08-19T02:00:00+02:00;1283
2022-08-19T03:00:00+02:00;1359
2022-08-19T04:00:00+02:00;1104
2022-08-19T05:00:00+02:00;1468
2022-08-19T06:00:00+02:00;1944
2022-08-19T07:00:00+02:00;1902
2022-08-19T08:00:00+02:00;2430
2022-08-19T09:00:00+02:00;4480
2022-08-19T10:00:00+02:00;6015
2022-08-19T11:00:00+02:00;5826
2022-08-19T12:00:00+02:00;5979
2022-08-19T13:00:00+02:00;4176
2022-08-19T14:00:00+02:00;5741
2022-08-19T15:00:00+02:00;4497
2022-08-19T16:00:00+02:00;4848
2022-08-19T17:00:00+02:00;5415
2022-08-19T18:00:00+02:00;5054
2022-08-19T19:00:00+02:00;3924
2022-08-19T20:00:00+02:00;3736
2022-08-19T21:00:00+02:00;3073
2022-08-19T22:00:00+02:00;2246
2022-08-19T23:00:00+02:00;2050
2022-08-20T00:00:00+02:00;1589
2022-08-20T01:00:00+02:00;2147
2022-08-20T02:00:00+02:00;1985
2022-08-20T03:00:00+02:00;1579
2022-08-20T04:00:00+02:00;1569
2022-08-20T05:00:00+02:00;1683
2022-08-20T06:00:00+02:00;1979
2022-08-20T07:00:00+02:00;2287
2022-08-20T08:00:00+02:00;2637
2022-08-20T09:00:00+02:00;2513
2022-08-20T10:00:00+02:00;2355
2022-08-20T11:00:00+02:00;2480
2022-08-20T12:00:00+02:00;2494
2022-08-20T13:00:00+02:00;2674
2022-08-20T14:00:00+02:00;2515
2022-08-20T15:00:00+02:00;2835
2022-08-20T16:00:00+02:00;2668
2022-08-20T17:00:00+02:00;2919
2022-08-20T18:00:00+02:00;3055
2022-08-20T19:00:00+02:00;3764
2022-08-20T20:00:00+02:00;3803
2022-08-20T21:00:00+02:00;3340
2022-08-20T22:00:00+02:00;2387
