Identifiant PRM;Type de donnees;Date de debut;Date de fin;Grandeur physique;Grandeur metier;Etape metier;Unite;Pas en minutes
25316931878675;Courbe de charge;27/09/2021;26/09/2022;Energie active;Consommation;Comptage Brut;W;
Horodate;Valeur
2022-08-20T23:00:00+02:00;2332
2022-08-21T00:00:00+02:00;1598
2022-08-21T01:00:00+02:00;2270
2022-08-21T02:00:00+02:00;1718
2022-08-21T03:00:00+02:00;1753
2022-08-21T04:00:00+02:00;1303
2022-08-21T05:00:00+02:00;1638
2022-08-21T06:00:00+02:00;1869
2022-08-21T07:00:00+02:00;1431
2022-08-21T08:00:00+02:00;1439
2022-08-21T09:00:00+02:00;1873
2022-08-21T10:00:00+02:00;2427
2022-08-21T11:00:00+02:00;2311
2022-08-21T12:00:00+02:00;2535
2022-08-21T13:00:00+02:00;2434
2022-08-21T14:00:00+02:00;2640
2022-08-21T15:00:00+02:00;2566
2022-08-21T16:00:00+02:00;2786
2022-08-21T17:00:00+02:00;2698
2022-08-21T18:00:00+02:00;2881
2022-08-21T19:00:00+02:00;2755
2022-08-21T20:00:00+02:00;2648
2022-08-21T21:00:00+02:00;2491
2022-08-21T22:00:00+02:00;2423
2022-08-21T23:00:00+02:00;1983
2022-08-22T00:00:00+02:00;1458
2022-08-22T01:00:00+02:00;1689
2022-08-22T02:00:00+02:00;1765
2022-08-22T03:00:00+02:00;1589
2022-08-22T04:00:00+02:00;1476
2022-08-22T05:00:00+02:00;1479
2022-08-22T06:00:00+02:00;2615
2022-08-22T07:00:00+02:00;2975
2022-08-22T08:00:00+02:00;3271
2022-08-22T09:00:00+02:00;5710
2022-08-22T10:00:00+02:00;7257
2022-08-22T11:00:00+02:00;7518
2022-08-22T12:00:00+02:00;7771
2022-08-22T13:00:00+02:00;6852
2022-08-22T14:00:00+02:00;5341
2022-08-22T15:00:00+02:00;5560
2022-08-22T16:00:00+02:00;5498
2022-08-22T17:00:00+02:00;5089
2022-08-22T18:00:00+02:00;5467
2022-08-22T19:00:00+02:00;4722
2022-08-22T20:00:00+02:00;4261
2022-08-22T21:00:00+02:00;3116
2022-08-22T22:00:00+02:00;2479
2022-08-22T23:00:00+02:00;2098
2022-08-23T00:00:00+02:00;1997
2022-08-23T01:00:00+02:00;1870
2022-08-23T02:00:00+02:00;1851
2022-08-23T03:00:00+02:00;1836
2022-08-23T04:00:00+02:00;1855
2022-08-23T05:00:00+02:00;1983
2022-08-23T06:00:00+02:00;2747
2022-08-23T07:00:00+02:00;3474
2022-08-23T08:00:00+02:00;4739
2022-08-23T09:00:00+02:00;5889
2022-08-23T10:00:00+02:00;7838
2022-08-23T11:00:00+02:00;7700
2022-08-23T12:00:00+02:00;7712
2022-08-23T13:00:00+02:00;7301
2022-08-23T14:00:00+02:00;6476
2022-08-23T15:00:00+02:00;6582
2022-08-23T16:00:00+02:00;6756
2022-08-23T17:00:00+02:00;6588
2022-08-23T18:00:00+02:00;5811
2022-08-23T19:00:00+02:00;4617
2022-08-23T20:00:00+02:00;4028
2022-08-23T21:00:00+02:00;2814
2022-08-23T22:00:00+02:00;2463
2022-08-23T23:00:00+02:00;2005
2022-08-24T00:00:00+02:00;2007
2022-08-24T01:00:00+02:00;1735
2022-08-24T02:00:00+02:00;1963
2022-08-24T03:00:00+02:00;1784
2022-08-24T04:00:00+02:00;1833
2022-08-24T05:00:00+02:00;2093
2022-08-24T06:00:00+02:00;3094
2022-08-24T07:00:00+02:00;4351
2022-08-24T08:00:00+02:00;4617
2022-08-24T09:00:00+02:00;6104
2022-08-24T10:00:00+02:00;7740
2022-08-24T11:00:00+02:00;9023
2022-08-24T12:00:00+02:00;10366
2022-08-24T13:00:00+02:00;9948
2022-08-24T14:00:00+02:00;10024
2022-08-24T15:00:00+02:00;10263
2022-08-24T16:00:00+02:00;9839
2022-08-24T17:00:00+02:00;8853
2022-08-24T18:00:00+02:00;6278
2022-08-24T19:00:00+02:00;4901
2022-08-24T20:00:00+02:00;4079
2022-08-24T21:00:00+02:00;2938
2022-08-24T22:00:00+02:00;2054
2022-08-24T23:00:00+02:00;1674
2022-08-25T00:00:00+02:00;1751
2022-08-25T01:00:00+02:00;2109
2022-08-25T02:00:00+02:00;1918
2022-08-25T03:00:00+02:00;1647
2022-08-25T04:00:00+02:00;1789
2022-08-25T05:00:00+02:00;1875
2022-08-25T06:00:00+02:00;2562
2022-08-25T07:00:00+02:00;3942
2022-08-25T08:00:00+02:00;3654
2022-08-25T09:00:00+02:00;8210
2022-08-25T10:00:00+02:00;9067
2022-08-25T11:00:00+02:00;9026
2022-08-25T12:00:00+02:00;9286
2022-08-25T13:00:00+02:00;8018
2022-08-25T14:00:00+02:00;7961
2022-08-25T15:00:00+02:00;7985
2022-08-25T16:00:00+02:00;8415
2022-08-25T17:00:00+02:00;8958
2022-08-25T18:00:00+02:00;7842
2022-08-25T19:00:00+02:00;4860
2022-08-25T20:00:00+02:00;3806
2022-08-25T21:00:00+02:00;2582
2022-08-25T22:00:00+02:00;2215
2022-08-25T23:00:00+02:00;2042
2022-08-26T00:00:00+02:00;2092
2022-08-26T01:00:00+02:00;2278
2022-08-26T02:00:00+02:00;1755
2022-08-26T03:00:00+02:00;1707
2022-08-26T04:00:00+02:00;1662
2022-08-26T05:00:00+02:00;1690
2022-08-26T06:00:00+02:00;3075
2022-08-26T07:00:00+02:00;4063
2022-08-26T08:00:00+02:00;4617
2022-08-26T09:00:00+02:00;5383
2022-08-26T10:00:00+02:00;5974
2022-08-26T11:00:00+02:00;6295
2022-08-26T12:00:00+02:00;6552
2022-08-26T13:00:00+02:00;4862
2022-08-26T14:00:00+02:00;5640
2022-08-26T15:00:00+02:00;5860
2022-08-26T16:00:00+02:00;5078
2022-08-26T17:00:00+02:00;5395
2022-08-26T18:00:00+02:00;4717
2022-08-26T19:00:00+02:00;3579
2022-08-26T20:00:00+02:00;3048
2022-08-26T21:00:00+02:00;2795
2022-08-26T22:00:00+02:00;2192
2022-08-26T23:00:00+02:00;2210
2022-08-27T00:00:00+02:00;1669
2022-08-27T01:00:00+02:00;2041
2022-08-27T02:00:00+02:00;1941
2022-08-27T03:00:00+02:00;1132
2022-08-27T04:00:00+02:00;1289
2022-08-27T05:00:00+02:00;1980
2022-08-27T06:00:00+02:00;2985
2022-08-27T07:00:00+02:00;2779
2022-08-27T08:00:00+02:00;2595
2022-08-27T09:00:00+02:00;3098
2022-08-27T10:00:00+02:00;2136
2022-08-27T11:00:00+02:00;2108
2022-08-27T12:00:00+02:00;2182
2022-08-27T13:00:00+02:00;2144
2022-08-27T14:00:00+02:00;2150
2022-08-27T15:00:00+02:00;2160
2022-08-27T16:00:00+02:00;2491
2022-08-27T17:00:00+02:00;2542
2022-08-27T18:00:00+02:00;3070
2022-08-27T19:00:00+02:00;3201
2022-08-27T20:00:00+02:00;2714
2022-08-27T21:00:00+02:00;2656
2022-08-27T22:00:00+02:00;2331
2022-08-27T23:00:00+02:00;2126
2022-08-28T00:00:00+02:00;1634
2022-08-28T01:00:00+02:00;1840
2022-08-28T02:00:00+02:00;1680
2022-08-28T03:00:00+02:00;1552
2022-08-28T04:00:00+02:00;1325
2022-08-28T05:00:00+02:00;1330
2022-08-28T06:00:00+02:00;1579
2022-08-28T07:00:00+02:00;1544
2022-08-28T08:00:00+02:00;1242
2022-08-28T09:00:00+02:00;1713
2022-08-28T10:00:00+02:00;2156
2022-08-28T11:00:00+02:00;2062
2022-08-28T12:00:00+02:00;2118
2022-08-28T13:00:00+02:00;2139
2022-08-28T14:00:00+02:00;2259
2022-08-28T15:00:00+02:00;2229
2022-08-28T16:00:00+02:00;2174
2022-08-28T17:00:00+02:00;2317
2022-08-28T18:00:00+02:00;3194
2022-08-28T19:00:00+02:00;3100
2022-08-28T20:00:00+02:00;2967
2022-08-28T21:00:00+02:00;2481
2022-08-28T22:00:00+02:00;2173
2022-08-28T23:00:00+02:00;1672
2022-08-29T00:00:00+02:00;1590
2022-08-29T01:00:00+02:00;1362
2022-08-29T02:00:00+02:00;1603
2022-08-29T03:00:00+02:00;1658
2022-08-29T04:00:00+02:00;1447
2022-08-29T05:00:00+02:00;1368
2022-08-29T06:00:00+02:00;2103
2022-08-29T07:00:00+02:00;2903
2022-08-29T08:00:00+02:00;5219
2022-08-29T09:00:00+02:00;6116
2022-08-29T10:00:00+02:00;7613
2022-08-29T11:00:00+02:00;6941
2022-08-29T12:00:00+02:00;7111
2022-08-29T13:00:00+02:00;6007
2022-08-29T14:00:00+02:00;6366
2022-08-29T15:00:00+02:00;6834
2022-08-29T16:00:00+02:00;6456
2022-08-29T17:00:00+02:00;5774
2022-08-29T18:00:00+02:00;5796
2022-08-29T19:00:00+02:00;4370
2022-08-29T20:00:00+02:00;3993
2022-08-29T21:00:00+02:00;3193
2022-08-29T22:00:00+02:00;2656
2022-08-29T23:00:00+02:00;2545
2022-08-30T00:00:00+02:00;2177
2022-08-30T01:00:00+02:00;2053
2022-08-30T02:00:00+02:00;2114
2022-08-30T03:00:00+02:00;1717
2022-08-30T04:00:00+02:00;1672
2022-08-30T05:00:00+02:00;1812
2022-08-30T06:00:00+02:00;2319
2022-08-30T07:00:00+02:00;2810
2022-08-30T08:00:00+02:00;4571
2022-08-30T09:00:00+02:00;6031
2022-08-30T10:00:00+02:00;7595
2022-08-30T11:00:00+02:00;7425
2022-08-30T12:00:00+02:00;6882
2022-08-30T13:00:00+02:00;6139
2022-08-30T14:00:00+02:00;6394
2022-08-30T15:00:00+02:00;6012
2022-08-30T16:00:00+02:00;6128
2022-08-30T17:00:00+02:00;5783
2022-08-30T18:00:00+02:00;5809
2022-08-30T19:00:00+02:00;4522
2022-08-30T20:00:00+02:00;3619
2022-08-30T21:00:00+02:00;2875
2022-08-30T22:00:00+02:00;2416
2022-08-30T23:00:00+02:00;2076
2022-08-31T00:00:00+02:00;2437
2022-08-31T01:00:00+02:00;2414
2022-08-31T02:00:00+02:00;1879
2022-08-31T03:00:00+02:00;1833
2022-08-31T04:00:00+02:00;2029
2022-08-31T05:00:00+02:00;2057
2022-08-31T06:00:00+02:00;2487
2022-08-31T07:00:00+02:00;2987
2022-08-31T08:00:00+02:00;4743
2022-08-31T09:00:00+02:00;6584
2022-08-31T10:00:00+02:00;9861
2022-08-31T11:00:00+02:00;8858
2022-08-31T12:00:00+02:00;8443
2022-08-31T13:00:00+02:00;6705
2022-08-31T14:00:00+02:00;7990
2022-08-31T15:00:00+02:00;9025
2022-08-31T16:00:00+02:00;7984
2022-08-31T17:00:00+02:00;5648
2022-08-31T18:00:00+02:00;5364
2022-08-31T19:00:00+02:00;3806
2022-08-31T20:00:00+02:00;2759
2022-08-31T21:00:00+02:00;2061
2022-08-31T22:00:00+02:00;1866
2022-08-31T23:00:00+02:00;1848
2022-09-01T00:00:00+02:00;1762
2022-09-01T01:00:00+02:00;1788
2022-09-01T02:00:00+02:00;1710
2022-09-01T03:00:00+02:00;1753
2022-09-01T04:00:00+02:00;1712
2022-09-01T05:00:00+02:00;2431
2022-09-01T06:00:00+02:00;2958
2022-09-01T07:00:00+02:00;3134
2022-09-01T08:00:00+02:00;3303
2022-09-01T09:00:00+02:00;4657
2022-09-01T10:00:00+02:00;5769
2022-09-01T11:00:00+02:00;6002
2022-09-01T12:00:00+02:00;6269
2022-09-01T13:00:00+02:00;5136
2022-09-01T14:00:00+02:00;5735
2022-09-01T15:00:00+02:00;5843
2022-09-01T16:00:00+02:00;5734
2022-09-01T17:00:00+02:00;5329
2022-09-01T18:00:00+02:00;5531
2022-09-01T19:00:00+02:00;3337
2022-09-01T20:00:00+02:00;2739
2022-09-01T21:00:00+02:00;2478
2022-09-01T22:00:00+02:00;1918
2022-09-01T23:00:00+02:00;1607
2022-09-02T00:00:00+02:00;1544
2022-09-02T01:00:00+02:00;1774
2022-09-02T02:00:00+02:00;2034
2022-09-02T03:00:00+02:00;1748
2022-09-02T04:00:00+02:00;1598
2022-09-02T05:00:00+02:00;1731
2022-09-02T06:00:00+02:00;2178
2022-09-02T07:00:00+02:00;2265
2022-09-02T08:00:00+02:00;2524
2022-09-02T09:00:00+02:00;4085
2022-09-02T10:00:00+02:00;5240
2022-09-02T11:00:00+02:00;5578
2022-09-02T12:00:00+02:00;6966
2022-09-02T13:00:00+02:00;4965
2022-09-02T14:00:00+02:00;4833
2022-09-02T15:00:00+02:00;4999
2022-09-02T16:00:00+02:00;4677
2022-09-02T17:00:00+02:00;4623
2022-09-02T18:00:00+02:00;4008
2022-09-02T19:00:00+02:00;2937
2022-09-02T20:00:00+02:00;2265
2022-09-02T21:00:00+02:00;1751
2022-09-02T22:00:00+02:00;1555
2022-09-02T23:00:00+02:00;1510
2022-09-03T00:00:00+02:00;1811
2022-09-03T01:00:00+02:00;1868
2022-09-03T02:00:00+02:00;1594
2022-09-03T03:00:00+02:00;1480
2022-09-03T04:00:00+02:00;1456
2022-09-03T05:00:00+02:00;1740
2022-09-03T06:00:00+02:00;2193
2022-09-03T07:00:00+02:00;2490
2022-09-03T08:00:00+02:00;3547
2022-09-03T09:00:00+02:00;4111
2022-09-03T10:00:00+02:00;2395
2022-09-03T11:00:00+02:00;2371
2022-09-03T12:00:00+02:00;2429
2022-09-03T13:00:00+02:00;2422
2022-09-03T14:00:00+02:00;2458
2022-09-03T15:00:00+02:00;2546
2022-09-03T16:00:00+02:00;2741
2022-09-03T17:00:00+02:00;2744
2022-09-03T18:00:00+02:00;2790
2022-09-03T19:00:00+02:00;2739
2022-09-03T20:00:00+02:00;2686
2022-09-03T21:00:00+02:00;2217
2022-09-03T22:00:00+02:00;2125
2022-09-03T23:00:00+02:00;1741
2022-09-04T00:00:00+02:00;1666
2022-09-04T01:00:00+02:00;1850
2022-09-04T02:00:00+02:00;1975
2022-09-04T03:00:00+02:00;1531
2022-09-04T04:00:00+02:00;1569
2022-09-04T05:00:00+02:00;1859
2022-09-04T06:00:00+02:00;1934
2022-09-04T07:00:00+02:00;1397
2022-09-04T08:00:00+02:00;2040
2022-09-04T09:00:00+02:00;1746
2022-09-04T10:00:00+02:00;2438
2022-09-04T11:00:00+02:00;2413
2022-09-04T12:00:00+02:00;2643
2022-09-04T13:00:00+02:00;2560
2022-09-04T14:00:00+02:00;2805
2022-09-04T15:00:00+02:00;2593
2022-09-04T16:00:00+02:00;2929
2022-09-04T17:00:00+02:00;2782
2022-09-04T18:00:00+02:00;3735
2022-09-04T19:00:00+02:00;3650
2022-09-04T20:00:00+02:00;3149
2022-09-04T21:00:00+02:00;2616
2022-09-04T22:00:00+02:00;2136
2022-09-04T23:00:00+02:00;2037
2022-09-05T00:00:00+02:00;1877
2022-09-05T01:00:00+02:00;1605
2022-09-05T02:00:00+02:00;1634
2022-09-05T03:00:00+02:00;1944
2022-09-05T04:00:00+02:00;1953
2022-09-05T05:00:00+02:00;2052
2022-09-05T06:00:00+02:00;3135
2022-09-05T07:00:00+02:00;3998
2022-09-05T08:00:00+02:00;4501
2022-09-05T09:00:00+02:00;5466
2022-09-05T10:00:00+02:00;6772
2022-09-05T11:00:00+02:00;6823
2022-09-05T12:00:00+02:00;6645
2022-09-05T13:00:00+02:00;6407
2022-09-05T14:00:00+02:00;6587
2022-09-05T15:00:00+02:00;6842
2022-09-05T16:00:00+02:00;6689
2022-09-05T17:00:00+02:00;5985
2022-09-05T18:00:00+02:00;6074
2022-09-05T19:00:00+02:00;4762
2022-09-05T20:00:00+02:00;3412
2022-09-05T21:00:00+02:00;2236
2022-09-05T22:00:00+02:00;1845
2022-09-05T23:00:00+02:00;1620
2022-09-06T00:00:00+02:00;1702
2022-09-06T01:00:00+02:00;1589
2022-09-06T02:00:00+02:00;1678
2022-09-06T03:00:00+02:00;1641
2022-09-06T04:00:00+02:00;1472
2022-09-06T05:00:00+02:00;2028
2022-09-06T06:00:00+02:00;3782
2022-09-06T07:00:00+02:00;3766
2022-09-06T08:00:00+02:00;4146
2022-09-06T09:00:00+02:00;6018
2022-09-06T10:00:00+02:00;7074
2022-09-06T11:00:00+02:00;7467
2022-09-06T12:00:00+02:00;7891
2022-09-06T13:00:00+02:00;7712
2022-09-06T14:00:00+02:00;8012
2022-09-06T15:00:00+02:00;7936
2022-09-06T16:00:00+02:00;7779
2022-09-06T17:00:00+02:00;6497
2022-09-06T18:00:00+02:00;6367
2022-09-06T19:00:00+02:00;6447
2022-09-06T20:00:00+02:00;4646
2022-09-06T21:00:00+02:00;3181
2022-09-06T22:00:00+02:00;2723
2022-09-06T23:00:00+02:00;2448
2022-09-07T00:00:00+02:00;2526
2022-09-07T01:00:00+02:00;2664
2022-09-07T02:00:00+02:00;2190
2022-09-07T03:00:00+02:00;2547
2022-09-07T04:00:00+02:00;2301
2022-09-07T05:00:00+02:00;2383
2022-09-07T06:00:00+02:00;3076
2022-09-07T07:00:00+02:00;3098
2022-09-07T08:00:00+02:00;3760
2022-09-07T09:00:00+02:00;6282
2022-09-07T10:00:00+02:00;9247
2022-09-07T11:00:00+02:00;10566
2022-09-07T12:00:00+02:00;10991
2022-09-07T13:00:00+02:00;9742
2022-09-07T14:00:00+02:00;9361
2022-09-07T15:00:00+02:00;9372
2022-09-07T16:00:00+02:00;9451
2022-09-07T17:00:00+02:00;8880
2022-09-07T18:00:00+02:00;8543
2022-09-07T19:00:00+02:00;7786
2022-09-07T20:00:00+02:00;3333
2022-09-07T21:00:00+02:00;2585
2022-09-07T22:00:00+02:00;2689
2022-09-07T23:00:00+02:00;1884
2022-09-08T00:00:00+02:00;2083
2022-09-08T01:00:00+02:00;1873
2022-09-08T02:00:00+02:00;2036
2022-09-08T03:00:00+02:00;1923
2022-09-08T04:00:00+02:00;1842
2022-09-08T05:00:00+02:00;2018
2022-09-08T06:00:00+02:00;2310
2022-09-08T07:00:00+02:00;3681
2022-09-08T08:00:00+02:00;4355
2022-09-08T09:00:00+02:00;8674
2022-09-08T10:00:00+02:00;9886
2022-09-08T11:00:00+02:00;8896
2022-09-08T12:00:00+02:00;8639
2022-09-08T13:00:00+02:00;7634
2022-09-08T14:00:00+02:00;6256
2022-09-08T15:00:00+02:00;6901
2022-09-08T16:00:00+02:00;6601
2022-09-08T17:00:00+02:00;5397
2022-09-08T18:00:00+02:00;4685
2022-09-08T19:00:00+02:00;4158
2022-09-08T20:00:00+02:00;3087
2022-09-08T21:00:00+02:00;2286
2022-09-08T22:00:00+02:00;1679
2022-09-08T23:00:00+02:00;1534
2022-09-09T00:00:00+02:00;1386
2022-09-09T01:00:00+02:00;1536
2022-09-09T02:00:00+02:00;1513
2022-09-09T03:00:00+02:00;1335
2022-09-09T04:00:00+02:00;1496
2022-09-09T05:00:00+02:00;1716
2022-09-09T06:00:00+02:00;2097
2022-09-09T07:00:00+02:00;2383
2022-09-09T08:00:00+02:00;3668
2022-09-09T09:00:00+02:00;6080
2022-09-09T10:00:00+02:00;6680
2022-09-09T11:00:00+02:00;6647
2022-09-09T12:00:00+02:00;7300
2022-09-09T13:00:00+02:00;5701
2022-09-09T14:00:00+02:00;5708
2022-09-09T15:00:00+02:00;4996
2022-09-09T16:00:00+02:00;4520
2022-09-09T17:00:00+02:00;4510
2022-09-09T18:00:00+02:00;3376
2022-09-09T19:00:00+02:00;2462
2022-09-09T20:00:00+02:00;2382
2022-09-09T21:00:00+02:00;1993
2022-09-09T22:00:00+02:00;1718
2022-09-09T23:00:00+02:00;1540
2022-09-10T00:00:00+02:00;1692
2022-09-10T01:00:00+02:00;1764
2022-09-10T02:00:00+02:00;1431
2022-09-10T03:00:00+02:00;1471
2022-09-10T04:00:00+02:00;1447
2022-09-10T05:00:00+02:00;1704
2022-09-10T06:00:00+02:00;2157
2022-09-10T07:00:00+02:00;2442
2022-09-10T08:00:00+02:00;3428
2022-09-10T09:00:00+02:00;3191
2022-09-10T10:00:00+02:00;1897
2022-09-10T11:00:00+02:00;1731
2022-09-10T12:00:00+02:00;1789
2022-09-10T13:00:00+02:00;2023
2022-09-10T14:00:00+02:00;1808
2022-09-10T15:00:00+02:00;1992
2022-09-10T16:00:00+02:00;1831
2022-09-10T17:00:00+02:00;2071
2022-09-10T18:00:00+02:00;2166
2022-09-10T19:00:00+02:00;2126
2022-09-10T20:00:00+02:00;2062
2022-09-10T21:00:00+02:00;1728
2022-09-10T22:00:00+02:00;1510
2022-09-10T23:00:00+02:00;1440
2022-09-11T00:00:00+02:00;1475
2022-09-11T01:00:00+02:00;1454
2022-09-11T02:00:00+02:00;1387
2022-09-11T03:00:00+02:00;1533
2022-09-11T04:00:00+02:00;1318
2022-09-11T05:00:00+02:00;1496
2022-09-11T06:00:00+02:00;1323
2022-09-11T07:00:00+02:00;1315
2022-09-11T08:00:00+02:00;1452
2022-09-11T09:00:00+02:00;1518
2022-09-11T10:00:00+02:00;1740
2022-09-11T11:00:00+02:00;1882
2022-09-11T12:00:00+02:00;1865
2022-09-11T13:00:00+02:00;1833
2022-09-11T14:00:00+02:00;1789
2022-09-11T15:00:00+02:00;1836
2022-09-11T16:00:00+02:00;1967
2022-09-11T17:00:00+02:00;2012
2022-09-11T18:00:00+02:00;2130
2022-09-11T19:00:00+02:00;2123
2022-09-11T20:00:00+02:00;2030
2022-09-11T21:00:00+02:00;1846
2022-09-11T22:00:00+02:00;1405
2022-09-11T23:00:00+02:00;1407
2022-09-12T00:00:00+02:00;1514
2022-09-12T01:00:00+02:00;1471
2022-09-12T02:00:00+02:00;1366
2022-09-12T03:00:00+02:00;1411
2022-09-12T04:00:00+02:00;1420
2022-09-12T05:00:00+02:00;1501
2022-09-12T06:00:00+02:00;2037
2022-09-12T07:00:00+02:00;1987
2022-09-12T08:00:00+02:00;2457
2022-09-12T09:00:00+02:00;5705
2022-09-12T10:00:00+02:00;6285
2022-09-12T11:00:00+02:00;6059
2022-09-12T12:00:00+02:00;6568
2022-09-12T13:00:00+02:00;5040
2022-09-12T14:00:00+02:00;6008
2022-09-12T15:00:00+02:00;5266
2022-09-12T16:00:00+02:00;6042
2022-09-12T17:00:00+02:00;5296
2022-09-12T18:00:00+02:00;5071
2022-09-12T19:00:00+02:00;3536
2022-09-12T20:00:00+02:00;2714
2022-09-12T21:00:00+02:00;2400
2022-09-12T22:00:00+02:00;2038
2022-09-12T23:00:00+02:00;2313
2022-09-13T00:00:00+02:00;2066
2022-09-13T01:00:00+02:00;1921
2022-09-13T02:00:00+02:00;2294
2022-09-13T03:00:00+02:00;2287
2022-09-13T04:00:00+02:00;1895
2022-09-13T05:00:00+02:00;2378
2022-09-13T06:00:00+02:00;2898
2022-09-13T07:00:00+02:00;2602
2022-09-13T08:00:00+02:00;3024
2022-09-13T09:00:00+02:00;5055
2022-09-13T10:00:00+02:00;6554
2022-09-13T11:00:00+02:00;6305
2022-09-13T12:00:00+02:00;6389
2022-09-13T13:00:00+02:00;5232
2022-09-13T14:00:00+02:00;6095
2022-09-13T15:00:00+02:00;5790
2022-09-13T16:00:00+02:00;4767
2022-09-13T17:00:00+02:00;4674
2022-09-13T18:00:00+02:00;4378
2022-09-13T19:00:00+02:00;3591
2022-09-13T20:00:00+02:00;2242
2022-09-13T21:00:00+02:00;1263
2022-09-13T22:00:00+02:00;1385
2022-09-13T23:00:00+02:00;1449
2022-09-14T00:00:00+02:00;1270
2022-09-14T01:00:00+02:00;1540
2022-09-14T02:00:00+02:00;1499
2022-09-14T03:00:00+02:00;1473
2022-09-14T04:00:00+02:00;1251
2022-09-14T05:00:00+02:00;1315
2022-09-14T06:00:00+02:00;2250
2022-09-14T07:00:00+02:00;3671
2022-09-14T08:00:00+02:00;4407
2022-09-14T09:00:00+02:00;6542
2022-09-14T10:00:00+02:00;7605
2022-09-14T11:00:00+02:00;8500
2022-09-14T12:00:00+02:00;8869
2022-09-14T13:00:00+02:00;4674
2022-09-14T14:00:00+02:00;7668
2022-09-14T15:00:00+02:00;6577
2022-09-14T16:00:00+02:00;4623
2022-09-14T17:00:00+02:00;3666
2022-09-14T18:00:00+02:00;3066
2022-09-14T19:00:00+02:00;1870
2022-09-14T20:00:00+02:00;1199
2022-09-14T21:00:00+02:00;1212
2022-09-14T22:00:00+02:00;1201
2022-09-14T23:00:00+02:00;943
2022-09-15T00:00:00+02:00;1312
2022-09-15T01:00:00+02:00;1131
2022-09-15T02:00:00+02:00;978
2022-09-15T03:00:00+02:00;1205
2022-09-15T04:00:00+02:00;1029
2022-09-15T05:00:00+02:00;1399
2022-09-15T06:00:00+02:00;3535
2022-09-15T07:00:00+02:00;3443
2022-09-15T08:00:00+02:00;3953
2022-09-15T09:00:00+02:00;4735
2022-09-15T10:00:00+02:00;6129
2022-09-15T11:00:00+02:00;5483
2022-09-15T12:00:00+02:00;5810
2022-09-15T13:00:00+02:00;4492
2022-09-15T14:00:00+02:00;5784
2022-09-15T15:00:00+02:00;4320
2022-09-15T16:00:00+02:00;4332
2022-09-15T17:00:00+02:00;3761
2022-09-15T18:00:00+02:00;3681
2022-09-15T19:00:00+02:00;2662
2022-09-15T20:00:00+02:00;1854
2022-09-15T21:00:00+02:00;1323
2022-09-15T22:00:00+02:00;1164
2022-09-15T23:00:00+02:00;1257
2022-09-16T00:00:00+02:00;780
2022-09-16T01:00:00+02:00;1177
2022-09-16T02:00:00+02:00;965
2022-09-16T03:00:00+02:00;878
2022-09-16T04:00:00+02:00;802
2022-09-16T05:00:00+02:00;771
2022-09-16T06:00:00+02:00;2029
2022-09-16T07:00:00+02:00;2641
2022-09-16T08:00:00+02:00;3789
2022-09-16T09:00:00+02:00;6333
2022-09-16T10:00:00+02:00;7216
2022-09-16T11:00:00+02:00;6733
2022-09-16T12:00:00+02:00;6174
2022-09-16T13:00:00+02:00;5758
2022-09-16T14:00:00+02:00;4487
2022-09-16T15:00:00+02:00;4849
2022-09-16T16:00:00+02:00;4441
2022-09-16T17:00:00+02:00;5014
2022-09-16T18:00:00+02:00;3783
2022-09-16T19:00:00+02:00;2371
2022-09-16T20:00:00+02:00;1758
2022-09-16T21:00:00+02:00;1510
2022-09-16T22:00:00+02:00;1372
2022-09-16T23:00:00+02:00;1071
2022-09-17T00:00:00+02:00;1269
2022-09-17T01:00:00+02:00;1350
2022-09-17T02:00:00+02:00;865
2022-09-17T03:00:00+02:00;821
2022-09-17T04:00:00+02:00;794
2022-09-17T05:00:00+02:00;1042
2022-09-17T06:00:00+02:00;1372
2022-09-17T07:00:00+02:00;1519
2022-09-17T08:00:00+02:00;1372
2022-09-17T09:00:00+02:00;1687
2022-09-17T10:00:00+02:00;1149
2022-09-17T11:00:00+02:00;1072
2022-09-17T12:00:00+02:00;1204
2022-09-17T13:00:00+02:00;1195
2022-09-17T14:00:00+02:00;1185
2022-09-17T15:00:00+02:00;1265
2022-09-17T16:00:00+02:00;1250
2022-09-17T17:00:00+02:00;1361
2022-09-17T18:00:00+02:00;1416
2022-09-17T19:00:00+02:00;1482
2022-09-17T20:00:00+02:00;1250
2022-09-17T21:00:00+02:00;806
2022-09-17T22:00:00+02:00;783
2022-09-17T23:00:00+02:00;774
2022-09-18T00:00:00+02:00;778
2022-09-18T01:00:00+02:00;742
2022-09-18T02:00:00+02:00;767
2022-09-18T03:00:00+02:00;743
2022-09-18T04:00:00+02:00;768
2022-09-18T05:00:00+02:00;742
2022-09-18T06:00:00+02:00;742
2022-09-18T07:00:00+02:00;741
2022-09-18T08:00:00+02:00;752
2022-09-18T09:00:00+02:00;743
2022-09-18T10:00:00+02:00;943
2022-09-18T11:00:00+02:00;1187
2022-09-18T12:00:00+02:00;939
2022-09-18T13:00:00+02:00;1200
2022-09-18T14:00:00+02:00;1235
2022-09-18T15:00:00+02:00;1208
2022-09-18T16:00:00+02:00;1223
2022-09-18T17:00:00+02:00;1090
2022-09-18T18:00:00+02:00;1295
2022-09-18T19:00:00+02:00;1224
2022-09-18T20:00:00+02:00;1181
2022-09-18T21:00:00+02:00;828
